Id,Price
1,6354.849377931658
2,6442.390569167845
3,4363.298320266678
4,4685.543510064532
5,2342.478783581156
6,484.884712485627
7,2202.895503410579
8,5015.237712605085
9,8467.806756567974
10,4871.37290831131
11,6060.5490108109025
12,9255.509745361265
13,8910.93647547254
14,4540.580945026184
15,4875.076583810624
16,3168.2811141022225
17,902.2977406581699
18,504.5996038621911
19,583.1720936174629
20,878.0100970909202
21,2786.139147782346
22,5678.928992250803
23,2193.226677924947
24,5686.953817978299
25,3548.117808559897
26,6382.794200608756
27,4263.565732991832
28,5108.105109126727
29,4343.228709532108
30,4636.515432862056
31,1947.0403888958022
32,1977.2760614694803
33,3002.9283373143867
34,1670.410912801031
35,4245.672653911748
36,4641.642519772482
37,4390.875037067546
38,4721.737058664961
39,1716.4792112406508
40,2324.5857045010703
41,2543.3497885964985
42,1553.7075479530845
43,7465.175603589829
44,7675.405031362272
45,5307.60245918795
46,4941.107361697272
47,4008.733070747668
48,1190.595524946801
49,7276.095781893717
50,9428.918881241498
51,6625.292296912568
52,4363.298320266678
53,2950.586137534882
54,2158.3255047035186
55,7604.572817231738
56,2058.6617673618125
57,3559.5623208642405
58,3672.55227157987
59,2487.3573677886366
60,5039.417499562658
61,8174.874752596033
62,4553.00120739273
63,5831.916383016647
64,1350.0156471148698
65,6107.4633680312
66,1655.4995533688812
67,2384.689472728023
68,4478.870856484917
69,5212.826635442891
70,3882.638299778417
71,702.4875433755192
72,3512.561486291184
73,1649.7654399637827
74,8453.86444506422
75,1383.841502824525
76,1172.7330223553658
77,5696.791494842237
78,2253.8374712014042
79,9975.277716991952
80,1698.094760889439
81,3867.1267358101945
82,3748.981213942418
83,3994.2596782444275
84,5672.848395228397
85,5780.990668374532
86,1888.6347490897283
87,5573.526396327208
88,5454.293398538426
89,3719.866636490851
90,1784.2687256082368
91,7353.3296549443785
92,1208.8879669139046
93,6232.0590556975985
94,1069.5807485036744
95,6008.460544428008
96,2358.895939001802
97,3035.823749137538
98,1312.040240765597
99,2673.149197066716
100,1844.456765012295
101,8896.4255140006
102,4940.3761723086955
103,887.1500628551971
104,2673.149197066716
105,4204.400145858386
106,2416.6091344889696
107,8193.259202947247
108,1866.8306121616693
109,4629.744205165714
110,3242.411465010037
111,6467.747320263179
112,6250.3368356440715
113,2149.4106253400128
114,7202.671353027419
115,4522.080586756083
116,2202.895503410579
117,1877.3521768354472
118,6097.471388400916
119,6672.897924705587
120,4387.931635766927
121,7515.931504851984
122,6242.1278783220805
123,3691.4133635151597
124,5915.430608485973
125,1077.0750007420115
126,1512.787310402436
127,3168.2811141022225
128,1237.0791007414596
129,1897.9976496726936
130,4703.352608313749
131,1419.5040401215188
132,6321.38531614032
133,-573.0384561985911
134,1516.775536004509
135,7782.025255371202
136,1084.0917099756139
137,3848.812444068764
138,1598.6096507421012
139,519.802226176374
140,2041.816212640863
141,3476.8851964691535
142,3224.90357083365
143,6782.184709922587
144,2196.124275714236
145,1414.985058279863
146,8931.294764110955
147,4643.1645689096895
148,3639.6568597567198
149,9022.634696932746
150,3373.770491586162
151,1335.5046856429321
152,8291.092781776655
153,2681.2584996185283
154,2447.537251381556
155,1084.0917099756139
156,511.93934049893915
157,6429.0565718336675
158,4128.824588807562
159,3015.17827630029
160,4293.041458238138
161,7767.344480519303
162,2584.9134234089966
163,4577.257837344499
164,4983.787506924946
165,7526.216382182034
166,7678.703168139549
167,1296.5286767973716
168,1101.9542125670482
169,1655.4995533688812
170,5188.001355522936
171,2438.391413380557
172,4916.950331473252
173,4361.569945954552
174,749.064289513009
175,6650.163343891025
176,6079.356215034515
177,3168.2811141022225
178,3652.0771221232667
179,424.62651447178496
180,5655.464547373467
181,7559.31104850311
182,4028.5699127451603
183,4385.102457194736
184,4021.7988260765965
185,6467.747320263179
186,1273.9181423042705
187,2464.1698453649547
188,1060.6272650982787
189,4769.051423575944
190,611.4628271727629
191,906.3247064250313
192,4522.080586756083
193,891.8137449530918
194,5084.849081671246
195,8096.401456728141
196,3920.129327336615
197,3047.620946074145
198,6015.163195760819
199,608.0431405959175
200,717.9132378017334
201,8793.918733111292
202,2244.453596639892
203,7310.873044916581
204,4133.689481527419
205,2996.793825949078
206,4724.035650119695
207,3880.3092109295326
208,4745.440286586556
209,2419.361528246131
210,7030.515815178342
211,5696.337692539813
212,7250.177381092686
213,4526.069983554244
214,4808.649996732587
215,-135.60447417264004
216,2921.2640359567554
217,4375.718582633224
218,2355.506325137719
219,1721.4209469547036
220,2756.0947725678548
221,2248.3270855191663
222,1009.4394113080239
223,2358.895939001802
224,2363.6924125045584
225,732.4241992736729
226,6242.1278783220805
227,6325.827454987779
228,826.1925985638541
229,4192.187775841179
230,3237.155547511388
231,5952.877755117557
232,2805.0002397176345
233,9498.530250307655
234,3270.6182177344695
235,3012.049578845729
236,5504.997908610794
237,4102.923198471664
238,2487.3573677886366
239,1553.7075479530845
240,1077.6055742311723
241,1489.8915154932852
242,1832.782178128387
243,4918.203929504407
