Id,Price
1,6332.890089899209
2,6367.780535803282
3,4367.717408365553
4,4678.633295796325
5,2373.0249500550035
6,559.113343569144
7,2223.2078737815136
8,5007.284961349414
9,8376.155121861382
10,4866.37651675833
11,6021.743310021704
12,9145.60428751546
13,8825.285221405384
14,4540.972586750803
15,4879.089003044163
16,3207.910543384238
17,963.4039460520316
18,599.4770496050933
19,675.9055017181709
20,895.4723519905733
21,2833.4935245375127
22,5587.768437799243
23,2255.007062265364
24,5661.814333751734
25,3530.769159136371
26,6332.6591974524745
27,4239.2220021328585
28,5094.094093902883
29,4359.323467888414
30,4610.805080542567
31,1973.5242432831856
32,2011.9774047638211
33,2993.956375032284
34,1657.0475457273005
35,4200.456186460212
36,4647.355985079444
37,4395.624070441777
38,4719.495531695316
39,1788.6455417228244
40,2334.259134382357
41,2591.9116010354646
42,1635.19531841752
43,7395.344978666286
44,7610.3096213091685
45,5246.27369404053
46,4940.462327236733
47,4021.207051595052
48,1274.1969190702657
49,7177.153377917484
50,9313.591699341448
51,6586.3865218966075
52,4367.717408365553
53,2906.077238973442
54,2158.9086478789877
55,7539.471546376326
56,2074.376366804482
57,3582.7521931287383
58,3699.7694164637624
59,2487.7093576876614
60,4995.290727945509
61,8092.7037436484225
62,4560.72839588682
63,5799.475042797256
64,1362.8215224405722
65,6077.626038649605
66,1678.753022883131
67,2362.7426825921793
68,4493.905761774139
69,5163.278139771496
70,3859.5262504409866
71,848.79164782219
72,3534.7974884356363
73,1640.8746255709439
74,8360.688218222573
75,1380.991857993069
76,1189.5663440553226
77,5672.399012814187
78,2286.3973608623783
79,9853.162189577144
80,1763.5728200836156
81,3881.3078452061372
82,3716.668526540766
83,3960.378373962283
84,5658.7373057777895
85,5749.420784006414
86,1925.349815571196
87,5506.156461618404
88,5418.671688370059
89,3706.076027135682
90,1820.074019977882
91,7291.949014151825
92,1240.8936195822953
93,6170.101686009813
94,1083.1337997827522
95,5975.836889467941
96,2333.895339111943
97,3038.834051751438
98,1347.3261638548656
99,2716.4763012024896
100,1871.42975045175
101,8805.480266325436
102,4896.648246334131
103,897.2041980736226
104,2716.4763012024896
105,4219.534951619512
106,2439.847584167682
107,8117.77646528763
108,1922.3399558921092
109,4568.042322567692
110,3274.733177496917
111,6391.5312921070545
112,6163.5827058196755
113,2172.5581598251893
114,7113.399349128287
115,4495.330147869706
116,2223.2078737815136
117,1916.3074271709056
118,6051.434747989182
119,6580.547731626446
120,4453.120904503818
121,7452.843957183701
122,6180.300823089361
123,3670.8041684169266
124,5849.551727453003
125,1180.531939915345
126,1516.2717457458766
127,3207.910543384238
128,1314.6453598607113
129,1932.4803473272605
130,4694.422810056108
131,1445.4024561027245
132,6283.674361738917
133,-455.52092434521455
134,1597.4397508039665
135,7705.282005035002
136,1102.9387548626983
137,3841.3559148884897
138,1623.3818515890962
139,565.6261715071801
140,2056.5197975522206
141,3501.441516439302
142,3257.0256525002387
143,6683.348240975425
144,2180.4451158066386
145,1451.7887916831996
146,8801.390392850086
147,4643.067079582236
148,3654.8917397446066
149,8910.145191345802
150,3353.98524961391
151,1343.0165673606261
152,8207.23799491727
153,2692.323694980939
154,2420.5229283045683
155,1102.9387548626983
156,534.5209211467668
157,6383.720570431011
158,4141.009069423165
159,3022.661131595082
160,4306.162540812137
161,7692.921769681629
162,2646.576639115863
163,4532.74200890204
164,4974.110532713928
165,7472.467368902802
166,7606.294180489003
167,1369.1077586200145
168,1187.5693298776405
169,1678.753022883131
170,5186.92647531514
171,2551.6519937072053
172,4890.492803200387
173,4332.980123081548
174,760.1924642377662
175,6604.245213114018
176,6026.850599784057
177,3207.910543384238
178,3674.6475488806254
179,522.6368217737117
180,5592.078034293483
181,7446.823623552693
182,3960.0145786918692
183,4370.727268044638
184,4029.3087585913318
